Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-09-01 00:00:00+10:00,0.32426886102089886,0.32426886102089886,0.25220910517925027,0.29274269938468933,21439923,0.0,0.0
2018-10-01 00:00:00+10:00,0.2927426931391318,0.2927426931391318,0.22518669528990018,0.2477053701877594,24279876,0.0,0.0
2018-11-01 00:00:00+11:00,0.24770539123330665,0.27022406804439786,0.21167551101999557,0.23419417440891266,34620116,0.0,0.0
2018-12-01 00:00:00+11:00,0.2386978715658188,0.2522090865315442,0.2071717525270911,0.2386978715658188,14138501,0.0,0.0
2019-01-01 00:00:00+11:00,0.23869788921453952,0.29274269938468933,0.19816429500910043,0.29274269938468933,18270455,0.0,0.0
2019-02-01 00:00:00+11:00,0.2882389717582358,0.4143435386801807,0.2792315122796493,0.40983980894088745,42490273,0.0,0.0
2019-03-01 00:00:00+11:00,0.4008323057813437,0.4008323057813437,0.34228376794111803,0.3828173875808716,23542934,0.0,0.0
2019-04-01 00:00:00+11:00,0.3783136606216431,0.4188472834151731,0.36480247092003154,0.37831366062164307,13590649,0.0,0.0
2019-05-01 00:00:00+10:00,0.37831363118640793,0.4008323057813437,0.33327630884088194,0.3828173875808716,11545111,0.0,0.0
2019-06-01 00:00:00+10:00,0.38281742037871164,0.3846188908776232,0.33327633739429524,0.37380993366241455,17624059,0.0,0.0
2019-07-01 00:00:00+10:00,0.3738099066648174,0.5269368476504374,0.3512912317669582,0.4954107403755188,61362237,0.0,0.0
2019-08-01 00:00:00+10:00,0.49090701076481613,0.5629667382247504,0.41434352684983317,0.4954107403755188,52338892,0.0,0.0
2019-09-01 00:00:00+10:00,0.5494556023347605,0.6755601509624671,0.5314406284674474,0.6170116066932678,175727357,0.0,0.0
2019-10-01 00:00:00+10:00,0.6305228207288194,0.6305228207288194,0.5512570937739616,0.5764780044555664,78442745,0.0,0.0
2019-11-01 00:00:00+11:00,0.5809816862126794,0.5989966592603114,0.4593808731624623,0.5584630370140076,113700394,0.0,0.0
2019-12-01 00:00:00+11:00,0.5584630179279069,0.6035003684747431,0.49090701895199884,0.5899891257286072,60954844,0.0,0.0
2020-01-01 00:00:00+11:00,0.5899892053390431,0.666552727706403,0.5377459124586494,0.5629668235778809,63124990,0.0,0.0
2020-02-01 00:00:00+11:00,0.544951837612016,0.5584630268861915,0.397735560436588,0.43232154846191406,87685401,0.0,0.0
2020-03-01 00:00:00+11:00,0.41502905779277627,0.4496141370260357,0.2593926041002252,0.40638187527656555,313448079,0.0,0.0
2020-04-01 00:00:00+11:00,0.39773551252739514,0.4842000158217405,0.3761194001259806,0.4755537211894989,97306109,0.0,0.0
2020-05-01 00:00:00+10:00,0.4712302163951428,0.5205641708512145,0.44096785670039185,0.47888386249542236,183348268,0.0,0.0
2020-06-01 00:00:00+10:00,0.4655817006055084,0.5476127199567856,0.45227946601008073,0.523224949836731,182275808,0.0,0.0
2020-07-01 00:00:00+10:00,0.5143570899963379,0.5675659701922972,0.4877517103461769,0.5143570899963379,121997707,0.0,0.0
2020-08-01 00:00:00+10:00,0.518790580620027,0.6207758636526453,0.509922764331483,0.6030392646789551,96637435,0.0,0.0
2020-09-01 00:00:00+10:00,0.6074735258042222,0.6828534143507095,0.5826417545796438,0.5986047983169556,145891732,0.009845,0.0
2020-10-01 00:00:00+10:00,0.6249612738673168,0.930697802330982,0.5800000789245314,0.8048060536384583,129741295,0.0,0.0
2020-11-01 00:00:00+11:00,0.795814182544297,0.9913958644012837,0.7508529865008787,0.9711635112762451,189269335,0.0,0.0
2020-12-01 00:00:00+11:00,0.9621705198808321,1.0777458932596946,0.8813769533564876,1.0092451572418213,148806394,0.0,0.0
2021-01-01 00:00:00+11:00,1.0092453719954473,1.296948742248044,0.9864117884641483,1.1508136987686157,202785607,0.0,0.0
